0.050822 0.134483 0.033443 -0.457758 -0.888399 0.034711 0 
 0.129807 0.060548 0.038450 -0.974201 -0.191975 0.118648 1 
 0.086231 0.167925 0.029343 0.243861 0.143029 0.959205 2 
 0.128221 0.048625 0.073857 0.639702 -0.767404 0.043268 3 
 0.060816 0.099504 0.050902 0.202667 0.614405 0.762517 4 
 0.133341 0.055283 0.053383 0.085842 0.931128 0.354446 5 
 0.075236 0.256484 0.054681 -0.265272 -0.929350 -0.256786 6 
 0.084246 0.215784 0.018663 -0.252676 -0.965923 -0.056111 7 
 0.087388 0.249681 0.075887 0.394150 0.861299 -0.320640 8 
 0.259860 0.107560 0.084703 0.842036 0.489659 0.226297 9 
 0.216221 0.066271 0.076522 -0.717401 0.089475 -0.690890 10 
 0.067676 0.072879 0.032720 0.712769 0.701177 -0.017638 11 
 0.084284 0.167431 0.046234 -0.599298 0.039943 0.799529 12 
 0.242940 0.115099 0.069230 -0.142816 -0.670580 0.727960 13 
 0.239222 0.105795 0.014088 -0.814299 -0.579765 -0.028088 14 
 0.173463 0.244543 0.069788 -0.735849 -0.674369 0.061250 15 
 0.239837 0.248155 0.078275 0.244961 0.797462 0.551406 16 
 0.157494 0.242694 0.067121 -0.743633 -0.014192 0.668438 17 
 0.076180 0.101615 0.064480 0.253400 0.141100 -0.957016 18 
 0.050130 0.121760 0.043612 -0.852101 -0.180726 0.491184 19 
 0.054264 0.150228 0.040367 0.383870 -0.918700 -0.092915 20 
 0.068048 0.236552 0.058362 0.758601 -0.627502 0.175400 21 
 0.204822 0.058147 0.038780 -0.230469 0.929358 0.288407 22 
 0.104100 0.169284 0.081722 -0.988872 0.120938 0.086643 23 
 0.089376 0.056607 0.079749 0.362153 0.682519 -0.634833 24 
 0.212588 0.224544 0.061337 -0.240270 0.969246 0.053214 25 
 0.251018 0.128560 0.051976 -0.284082 -0.436349 0.853754 26 
 0.033990 0.199375 0.038914 -0.884710 -0.447189 -0.131567 27 
 0.043697 0.210669 0.046720 -0.023949 -0.239699 -0.970552 28 
 0.134271 0.106459 0.049064 -0.867917 0.488323 -0.090883 29 
 0.125423 0.160259 0.015823 0.673396 0.294219 -0.678213 30 
 0.180317 0.011443 0.040423 0.388742 -0.326499 0.861556 31 
 0.087335 0.241393 0.056124 -0.214471 -0.270909 0.938409 32 
 0.048255 0.166200 0.039502 -0.219958 -0.892579 -0.393599 33 
 0.064705 0.101213 0.078114 0.911333 -0.166732 -0.376394 34 
 0.196603 0.182009 0.061291 -0.741787 0.605471 0.288369 35 
 0.261764 0.224832 0.028926 0.899148 -0.339542 0.276122 36 
 0.245331 0.084793 0.042657 -0.621564 0.452487 -0.639464 37 
 0.243009 0.158642 0.066374 -0.633273 0.399183 0.663037 38 
 0.043261 0.220587 0.059303 -0.268550 -0.674559 -0.687642 39 
 0.030105 0.169674 0.042807 0.651139 -0.696319 -0.301922 40 
 0.261393 0.142968 0.047694 -0.244750 -0.803093 -0.543267 41 
 0.218737 0.131514 0.022148 0.897221 -0.365202 0.248238 42 
 0.074281 0.168542 0.016336 0.932723 -0.186509 0.308613 43 
 0.057956 0.168877 0.011243 0.907642 0.418178 0.036246 44 
 0.035836 0.186053 0.055713 -0.549716 0.367579 -0.750132 45 
 0.234535 0.081475 0.014624 0.909777 -0.171631 -0.377953 46 
 0.226418 0.238169 0.038057 0.318053 -0.241382 -0.916830 47 
 0.212871 0.128578 0.043366 -0.443153 0.885438 -0.140055 48 
 0.096271 0.100626 0.041450 0.777100 -0.295623 -0.555629 49 
 0.212473 0.115457 0.054215 0.305215 0.889342 -0.340462 50 
 0.207734 0.238423 0.067952 0.085901 0.994666 -0.057107 51 
 0.221887 0.197472 0.031908 0.264812 0.775236 0.573484 52 
 0.057861 0.043811 0.059850 -0.719355 -0.677581 0.153009 53 
 0.144834 0.249949 0.075543 -0.799768 0.591570 0.102062 54 
 0.222871 0.075720 0.089745 -0.241027 -0.970291 0.021013 55 
 0.038321 0.172119 0.065053 -0.992709 -0.027309 -0.117399 56 
 0.267736 0.147505 0.061823 0.089077 0.320919 -0.942908 57 
 0.078584 0.142705 0.053033 0.943819 -0.266388 0.195560 58 
 0.153499 0.189641 0.015845 -0.381437 0.203485 0.901720 59 
 0.129816 0.180977 0.078162 -0.583576 -0.802910 -0.121551 60 
 0.077584 0.122057 0.039439 -0.036577 0.517855 -0.854686 61 
 0.049813 0.187091 0.047687 0.380821 -0.447770 -0.808998 62 
 0.087175 0.204227 0.029432 0.637126 -0.750795 0.174292 63 
 0.054056 0.201285 0.013696 -0.870183 -0.478918 -0.115842 64 
 0.194912 0.108101 0.070582 0.462283 -0.852504 0.243989 65 
 0.020829 0.182746 0.045637 -0.149356 -0.982774 -0.108849 66 
 0.240959 0.178968 0.024810 -0.870319 0.067252 -0.487874 67 
 0.116469 0.138288 0.053464 -0.324140 0.943887 -0.063325 68 
 0.262470 0.099140 0.025969 0.410742 0.362479 0.836600 69 
 0.115916 0.181113 0.024776 0.670685 -0.647492 0.361851 70 
 0.135601 0.207140 0.056638 0.126402 0.167584 0.977721 71 
 0.124211 0.089463 0.029454 0.606530 -0.742922 -0.283177 72 
 0.221088 0.165724 0.020214 -0.449682 0.882566 -0.137342 73 
 0.218436 0.163192 0.049383 -0.336879 0.858360 0.386949 74 
 0.097538 0.203531 0.015489 0.882263 -0.131559 -0.452000 75 
 0.048132 0.018747 0.079224 0.289833 0.051834 0.955673 76 
 0.181374 0.112650 0.012742 -0.957209 -0.130523 -0.258291 77 
 0.124524 0.244945 0.052228 -0.693081 0.151761 -0.704704 78 
 0.172384 0.166962 0.048415 0.670384 -0.516240 -0.532993 79 
 0.096555 0.233319 0.088603 -0.814337 -0.577587 -0.056994 80 
 0.182321 0.038239 0.054799 -0.437076 0.832021 -0.341623 81 
 0.098813 0.186197 0.032663 0.126113 -0.984457 -0.122225 82 
 0.056291 0.028581 0.064637 -0.314877 -0.902361 0.294275 83 
 0.271205 0.204569 0.050256 0.078441 -0.316798 -0.945244 84 
 0.182833 0.143500 0.035028 0.390233 -0.557481 -0.732757 85 
 0.117100 0.065084 0.026802 0.339404 -0.937448 0.077431 86 
 0.264085 0.108608 0.047082 -0.027515 -0.130944 0.991008 87 
 0.109073 0.067906 0.055669 0.866538 -0.456987 -0.200686 88 
 0.091382 0.220743 0.032334 -0.863818 -0.065748 -0.499495 89 
 0.079154 0.033111 0.028326 -0.785729 0.343000 0.514763 90 
 0.049110 0.190931 0.063617 -0.769601 -0.045677 -0.636889 91 
 0.134319 0.251825 0.063407 -0.305755 -0.623327 -0.719706 92 
 0.111942 0.173266 0.038432 0.189401 -0.010300 0.981846 93 
 0.207903 0.086226 0.050494 -0.850282 -0.111722 0.514334 94 
 0.096879 0.204820 0.047086 0.398238 0.828605 -0.393472 95 
 0.081932 0.048162 0.091157 0.656128 0.459689 -0.598483 96 
 0.066709 0.192874 0.046751 -0.213698 -0.760949 -0.612609 97 
 0.112609 0.248743 0.041445 -0.831039 0.242629 -0.500505 98 
 0.088468 0.191092 0.048185 0.520554 0.853802 -0.006731 99 
 0.102534 0.248159 0.084878 0.264779 -0.896432 0.355390 100 
 0.119204 0.057769 0.063940 0.073802 -0.311834 0.947266 101 
 0.093959 0.253580 0.037163 -0.937818 -0.073849 -0.339180 102 
 0.053939 0.171492 0.061274 -0.704542 0.520269 0.482639 103 
 0.257468 0.274202 0.078722 0.373966 0.925991 -0.051868 104 
 0.090802 0.219435 0.081373 0.173068 -0.812080 -0.557292 105 
 0.111308 0.153318 0.050939 -0.438077 0.824482 -0.358216 106 
 0.202283 0.044128 0.030367 -0.463353 0.736788 0.492390 107 
 0.162884 0.212306 0.050267 0.951356 -0.299262 0.073243 108 
 0.105279 0.218064 0.041986 0.098947 0.873318 -0.476997 109 
 0.134164 0.076412 0.030948 0.654904 -0.646355 0.391569 110 
 0.044098 0.111496 0.032358 0.598110 -0.764295 0.241075 111 
 0.060658 0.175084 0.044665 -0.323030 -0.934198 -0.151410 112 
 0.081363 0.259566 0.028589 -0.625178 0.257660 -0.736725 113 
 0.216895 0.037383 0.031164 -0.932591 0.337155 -0.128846 114 
 0.136333 0.091543 0.057237 -0.319397 0.835422 -0.447276 115 
 0.238064 0.066037 0.060047 -0.342768 0.828185 0.443419 116 
