0.144455 0.225982 0.084676 0.502162 0.161654 0.849530 0 
 0.169849 0.046263 0.074517 0.058185 -0.453986 0.889107 1 
 0.086231 0.167925 0.029343 0.243861 0.143029 0.959205 2 
 0.111934 0.115237 0.025705 0.442311 -0.017364 0.896694 3 
 0.267347 0.275534 0.056483 -0.020604 -0.833270 0.552482 4 
 0.018562 0.133775 0.041167 -0.395506 0.447754 0.801930 5 
 0.129514 0.238369 0.025517 0.020095 0.084786 0.996197 6 
 0.044545 0.223636 0.050676 0.411789 0.065681 0.908909 7 
 0.179755 0.038691 0.062815 0.045844 -0.283787 0.957791 8 
 0.112317 0.019286 0.082514 0.444495 0.213196 0.870041 9 
 0.031175 0.141523 0.052613 -0.512197 0.002004 0.858866 10 
 0.209114 0.038673 0.051853 0.146737 -0.064905 0.987044 11 
 0.084284 0.167431 0.046234 -0.599298 0.039943 0.799529 12 
 0.266103 0.274671 0.075178 -0.411809 0.580995 0.702038 13 
 0.014196 0.219715 0.037865 -0.043230 -0.064077 0.997008 14 
 0.071821 0.225450 0.033320 0.309007 -0.324758 0.893894 15 
 0.174268 0.231705 0.059003 -0.075612 -0.075161 0.994301 16 
 0.089842 0.119171 0.008504 0.147530 0.250974 0.956685 17 
 0.277514 0.252885 0.053610 -0.443527 -0.285755 0.849487 18 
 0.065577 0.285857 0.084438 0.697836 0.120334 0.706077 19 
 0.031415 0.142563 0.034861 -0.297018 -0.047322 0.953699 20 
 0.054871 0.283877 0.008710 -0.503330 -0.606626 0.615356 21 
 0.046933 0.151377 0.037026 0.022804 -0.892872 0.449733 22 
 0.022556 0.230044 0.024342 0.076800 0.113917 0.990517 23 
 0.052031 0.120779 0.011330 -0.133737 -0.031460 0.990517 24 
 0.199309 0.046697 0.023640 -0.112520 0.184470 0.976376 25 
 0.218768 0.277284 0.069304 0.012856 0.666184 0.745677 26 
 0.046111 0.228656 0.066716 -0.154325 0.294173 0.943211 27 
 0.240412 0.171113 0.038922 0.111671 -0.196442 0.974136 28 
 0.037641 0.164774 0.009426 -0.322734 -0.641795 0.695659 29 
 0.014704 0.028966 0.058054 -0.020967 0.119815 0.992575 30 
 0.017135 0.150358 0.053001 0.051304 0.294334 0.954325 31 
 0.079995 0.010139 0.060418 0.013427 0.271878 0.962238 32 
 0.244404 0.090172 0.091583 -0.333566 -0.100833 0.937319 33 
 0.166086 0.102831 0.079874 -0.198117 -0.184876 0.962585 34 
 0.154196 0.116282 0.086264 -0.546324 -0.172499 0.819618 35 
 0.048182 0.287418 0.070763 0.453118 0.508750 0.732023 36 
 0.230140 0.019202 0.085711 0.024010 -0.011055 0.999651 37 
 0.009868 0.030465 0.073857 -0.018445 -0.453983 0.890819 38 
 0.072994 0.134462 0.091732 0.233156 -0.102266 0.967047 39 
 0.127827 0.126234 0.084298 0.229160 0.259846 0.938065 40 
 0.241920 0.093811 0.055758 -0.023320 -0.136732 0.990333 41 
 0.248475 0.199423 0.073058 0.352129 0.083757 0.932196 42 
 0.287771 0.252051 0.040996 -0.203801 -0.421901 0.883439 43 
 0.130034 0.256198 0.012762 -0.156238 0.042577 0.986801 44 
 0.015068 0.020260 0.086228 -0.365180 -0.534580 0.762147 45 
 0.279267 0.029845 0.055996 0.108202 -0.375892 0.920325 46 
 0.187190 0.240870 0.025233 -0.155230 0.204605 0.966458 47 
 0.276311 0.199097 0.068388 0.638855 0.026624 0.768866 48 
 0.052161 0.216302 0.010411 0.288144 0.494370 0.820104 49 
 0.145144 0.064126 0.043077 -0.450382 -0.074698 0.889706 50 
 0.054860 0.221368 0.026103 0.041950 -0.248460 0.967733 51 
 0.212043 0.260013 0.043498 0.115461 -0.569803 0.813629 52 
 0.143103 0.075396 0.080976 -0.231255 -0.282281 0.931042 53 
 0.011140 0.227538 0.089980 0.344586 0.040618 0.937876 54 
 0.147073 0.170689 0.074617 0.480975 0.255437 0.838698 55 
 0.078843 0.085439 0.062735 0.139518 0.273952 0.951570 56 
 0.090653 0.163281 0.014044 -0.099763 0.019141 0.994827 57 
 0.053455 0.053172 0.077508 0.227370 -0.242586 0.943109 58 
 0.084568 0.227661 0.062380 0.411043 0.089585 0.907204 59 
 0.177175 0.150038 0.065671 0.572374 0.074044 0.816643 60 
 0.048428 0.279696 0.025832 0.347051 -0.018068 0.937672 61 
 0.132567 0.171204 0.064391 0.687860 0.109643 0.717514 62 
 0.125150 0.246930 0.059840 0.210578 -0.212074 0.954296 63 
 0.024844 0.224969 0.008991 -0.276143 0.114161 0.954313 64 
 0.181277 0.031925 0.078221 0.013455 -0.554331 0.832187 65 
 0.233006 0.115089 0.075105 0.582752 -0.180282 0.792400 66 
